,organism,isolate,note,strain,host,geo_loc_name,collection_date_iso,collection_date,clade,country,locality
MK513618.1,Measles virus genotype B3,,C,MVs/Padova.ITA/19.17/2[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-05-01,May-2017,B3,Italy,"Veneto region, Padova"
MK513617.1,Measles virus genotype B3,,C,MVs/Padova.ITA/19.17/1[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-05-01,May-2017,B3,Italy,"Veneto region, Padova"
MK513616.1,Measles virus genotype B3,,C,MVs/Padova.ITA/17.17/3[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513615.1,Measles virus genotype B3,,C,MVs/Padova.ITA/16.17/6[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513614.1,Measles virus genotype B3,,C,MVs/Padova.ITA/16.17/5[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513613.1,Measles virus genotype B3,,C,MVs/Padova.ITA/16.17/4[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513612.1,Measles virus genotype B3,,C,MVs/Padova.ITA/16.17/3[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513611.1,Measles virus genotype B3,,C,MVs/Padova.ITA/16.17/2[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513610.1,Measles virus genotype B3,,C,MVs/Padova.ITA/16.17/1[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513609.1,Measles virus genotype B3,,C,MVs/Padova.ITA/15.17/2[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513608.1,Measles virus genotype B3,,C,MVs/Padova.ITA/15.17/1[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513607.1,Measles virus genotype B3,,C,MVs/Padova.ITA/14.17/7[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513606.1,Measles virus genotype B3,,C,MVs/Padova.ITA/14.17/5[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513605.1,Measles virus genotype B3,,C,MVs/Padova.ITA/14.17/4[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513604.1,Measles virus genotype B3,,C,MVs/Padova.ITA/14.17/3[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513603.1,Measles virus genotype B3,,C,MVs/Padova.ITA/14.17/2[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513602.1,Measles virus genotype B3,,C,MVs/Padova.ITA/14.17/1[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-04-01,Apr-2017,B3,Italy,"Veneto region, Padova"
MK513601.1,Measles virus genotype B3,,C,MVs/Padova.ITA/13.17/2[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-03-01,Mar-2017,B3,Italy,"Veneto region, Padova"
MK513600.1,Measles virus genotype B3,,C,MVs/Padova.ITA/13.17/1[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-03-01,Mar-2017,B3,Italy,"Veneto region, Padova"
MK513599.1,Measles virus genotype B3,,C,MVs/Padova.ITA/12.17/1[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-03-01,Mar-2017,B3,Italy,"Veneto region, Padova"
MK513598.1,Measles virus genotype B3,,C,MVs/Padova.ITA/11.17/1[B3],Homo sapiens,"Italy: Veneto region, Padova",2017-03-01,Mar-2017,B3,Italy,"Veneto region, Padova"
MN630023.1,Measles virus genotype B3,09_43161-2,RNA Polymerase adds 1 non templated G,Mvs/Gyeongnam.KOR/29.13/2[B3],Homo sapiens,,2013-12-10,10-Dec-2013,B3,,
MN630022.1,Measles virus genotype D9,08_40204-1,RNA Polymerase adds 1 non templated G,Mvi/Gyeongnam.KOR/27.11/1[D9],Homo sapiens,,2012-11-15,15-Nov-2012,D9,,
MN630021.1,Measles virus genotype H1,07_40202-1,RNA Polymerase adds 1 non templated G,Mvi/Daegu.KOR/20.27/3[H1],Homo sapiens,South Korea,2007-05-11,11-May-2007,H1,South Korea,
MN630020.1,Measles virus genotype H1,06_40201-1,RNA Polymerase adds 1 non templated G,Mvi/Incheon.KOR/25.10/8[H1],Homo sapiens,,2010-10-04,04-Oct-2010,H1,,
MN145872.1,Measles morbillivirus,,genotype not determined,MeV/08/ZJ/CHN/2017,Homo sapiens,China,2017-03-20,2017-03-20,,China,
MH356245.1,Measles virus genotype D8,,similar to V protein,MVi/Calcutta.IND/17.14/1[D8],Homo sapiens,India,,,D8,India,
MK161348.1,Measles virus genotype D8,,genotype: D8,MVs/Roraima.BRA/31.18[D8],Homo sapiens,"Brazil: Boa Vista, Roraima State",2018-08-04,04-Aug-2018,D8,Brazil,"Boa Vista, Roraima State"
MF496202.1,Measles virus genotype D8,,genotype: D8,MVi/Changwon.KOR/39.16/2[D8],Homo sapiens,South Korea,2016-09-01,Sep-2016,D8,South Korea,
MF496201.1,Measles virus genotype D8,,genotype: D8,MVi/Geoje.KOR/41.16[D8],Homo sapiens,South Korea,2016-10-01,Oct-2016,D8,South Korea,
MF496200.1,Measles virus genotype D8,,genotype: D8,MVi/Seoul.KOR/37.16[D8],Homo sapiens,South Korea,2016-09-01,Sep-2016,D8,South Korea,
MK142916.1,Measles virus genotype D8,,genotype: D8,MVs/DongThap.VNM/07.14[D8],Homo sapiens,Viet Nam,2014-07-14,14-Jul-2014,D8,Viet Nam,
MK142915.1,Measles virus genotype D8,,genotype: D8,MVs/DongThap.VNM/06.14/2[D8],Homo sapiens,Viet Nam,2014-06-07,07-Jun-2014,D8,Viet Nam,
MK142914.1,Measles virus genotype D8,,genotype: D8,MVs/DongThap.VNM/05.14[D8],Homo sapiens,Viet Nam,2014-05-03,03-May-2014,D8,Viet Nam,
MF775733.1,Measles virus genotype D6,,T to C mutation results in loss of expected stop codon,MVs/Alberta.CAN/22.14[D6](SSPE),Homo sapiens,"Canada: Alberta, Calgary",2014-05-10,10-May-2014,D6,Canada,"Alberta, Calgary"
MH173047.1,Measles virus genotype D8,,location of non-templated G insertion in V protein mRNA,MVs/Ancona.ITA/45.17/1/[D8],Homo sapiens,Italy,2017-11-01,Nov-2017,D8,Italy,
MG972194.1,Measles virus genotype H1,,RNA-dependent RNA polymerase,MVs/Zhuhai.CHN/10.17/2[H1],Homo sapiens,China,2017-04-01,Apr-2017,H1,China,
MG912594.1,Measles virus genotype H1,t146a114,genotype: H1,MVi/Amsterdam.NLD/27.97[H1],Homo sapiens,Netherlands,1997-01-01,1997,H1,Netherlands,
MG912593.1,Measles virus genotype D4,t146a111,genotype: D4,MVi/Amsterdam.NLD/19.11[D4],Homo sapiens,Netherlands,2011-01-01,2011,D4,Netherlands,
MG912592.1,Measles virus genotype D8,t146a112,genotype: D8,MVi/Dodewaard.NLD/29.13[D8],Homo sapiens,Netherlands,2013-01-01,2013,D8,Netherlands,
MG912591.1,Measles virus genotype G2,t146a113,genotype: G3,MVi/Amsterdam.NLD/49.97[G2],Homo sapiens,Netherlands,2013-01-01,2013,G2,Netherlands,
MG912590.1,Measles virus genotype B3,t146a109,genotype: B3,MVi/Khartoum.SUD/34.97[B3],Homo sapiens,Sudan,1997-01-01,1997,B3,Sudan,
MG912589.1,Measles virus genotype C2,146a110,genotype: C2,MVi/Bilthoven.NLD/1991[C2],Homo sapiens,Netherlands,1991-01-01,1991,C2,Netherlands,
LC336599.1,Measles morbillivirus,,V protein mRNA modified by addition of a G nucleotide to this region,HL,Homo sapiens,Japan,,,,Japan,
MF449469.1,Measles virus genotype D4,G2V,modified by co-transcriptional insertion of non-templated G residue,MVi/Paris.FRA/18.11[D4],Homo sapiens,France,2011-05-03,03-May-2011,D4,France,
KY969481.1,Measles virus genotype B3,,genotype: B3,MVs/Alabama.USA/13.14/[B3],Homo sapiens,USA,2014-01-01,2014,B3,USA,
KY969480.1,Measles virus genotype D8,,genotype: D8,MVs/California.USA/49.10/[D8],Homo sapiens,USA,2010-01-01,2010,D8,USA,
KY969479.1,Measles virus genotype D4,,genotype: D4,MVs/California.USA/47.13/[D4],Homo sapiens,USA,2013-01-01,2013,D4,USA,
KY969478.1,Measles virus genotype B3,,genotype: B3,MVs/California.USA/08.14/3/[B3],Homo sapiens,USA,2014-01-01,2014,B3,USA,
KY969477.1,Measles virus genotype B3,,genotype: B3,MVs/California.USA/05.14/[B3],Homo sapiens,USA,2014-01-01,2014,B3,USA,
KY969476.1,Measles virus genotype D9,,genotype: D9,MVi/California.USA/19.10/[D9],Homo sapiens,USA,2010-01-01,2010,D9,USA,
KY656518.1,Measles virus genotype D4,,non-templated G residues are inserted into mRNA,MVi/California.USA/16.12/[D4],Homo sapiens,USA,2012-01-01,2012,D4,USA,
KT588921.1,Measles virus genotype H1,,genotype: H1,MVs/Guizhou.CHN/29.13[H1],Homo sapiens,China,2013-07-14,14-Jul-2013,H1,China,
KX838946.2,Measles virus genotype B3,,L-protein,MVi/Calais.FRA/01.16[B3],Homo sapiens,France,2016-01-01,Jan-2016,B3,France,
KU728743.1,Measles virus genotype D8,,genotype: D8,MVs/DongThap.VNM/08.14[D8],Homo sapiens,Viet Nam,2014-08-29,29-Aug-2014,D8,Viet Nam,
KU728742.1,Measles virus genotype D8,,genotype: D8,MVs/DongThap.VNM/06.14[D8],Homo sapiens,Viet Nam,2014-06-25,25-Jun-2014,D8,Viet Nam,
KJ755982.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/10.11/2[H1],Homo sapiens,China,2011-03-10,10-Mar-2011,H1,China,
KJ755981.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/16.10/2[H1],Homo sapiens,China,2010-04-21,21-Apr-2010,H1,China,
KJ755980.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/12.09/1[H1],Homo sapiens,China,2009-03-18,18-Mar-2009,H1,China,
KJ755979.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/12.08/1[H1],Homo sapiens,China,2008-03-20,20-Mar-2008,H1,China,
KJ755978.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/14.07/1[H1],Homo sapiens,China,2007-04-06,06-Apr-2007,H1,China,
KJ755977.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/12.06/2[H1],Homo sapiens,China,2006-03-23,23-Mar-2006,H1,China,
KJ755976.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/10.05/1[H1],Homo sapiens,China,2005-03-11,11-Mar-2005,H1,China,
KJ755975.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/02/2[H1],Homo sapiens,China,,,H1,China,
KJ755974.1,Measles virus genotype H1,,genotype: H1,MVi/Zhejiang.CHN/99/2[H1],Homo sapiens,China,,,H1,China,
KT732261.1,Measles virus genotype D8,,L protein,MVs/Manchester.GBR/30.13/[D8],Homo sapiens,United Kingdom,2013-07-01,Jul-2013,D8,United Kingdom,
KT732260.1,Measles virus genotype D8,,L protein,MVs/London.GBR/20.13/2/[D8],Homo sapiens,United Kingdom,2013-05-01,May-2013,D8,United Kingdom,
KT732259.1,Measles virus genotype D8,,L protein,MVs/London.GBR/21.13/[D8],Homo sapiens,United Kingdom,2013-05-01,May-2013,D8,United Kingdom,
KT732258.1,Measles virus genotype D8,,L protein,MVs/Teeside.GBR/18.13/2/[D8],Homo sapiens,United Kingdom,2013-05-01,May-2013,D8,United Kingdom,
KT732257.1,Measles virus genotype D8,,L protein,MVs/Swansea.GBR/17.13/9/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732256.1,Measles virus genotype D8,,L protein,MVs/Lincoln.GBR/15.13/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732255.1,Measles virus genotype D8,,L protein,MVs/Swansea.GBR/16.13/5/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732254.1,Measles virus genotype D8,,L protein,MVs/NewcastleuponTyne.GBR/16.13/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732253.1,Measles virus genotype D8,,L protein,MVs/Teeside.GBR/16.13/6/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732252.1,Measles virus genotype D8,,L protein,MVs/Taunton.GBR/15.13/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732251.1,Measles virus genotype D8,,L protein,MVs/Swansea.GBR/16.13/2/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732250.1,Measles virus genotype D8,,L protein,MVs/Swansea.GBR/14.13/4/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732249.1,Measles virus genotype D8,,L protein,MVs/Swansea.GBR/15.13/[D8],Homo sapiens,United Kingdom,2013-04-01,Apr-2013,D8,United Kingdom,
KT732248.1,Measles virus genotype D8,,L protein,MVs/Swansea.GBR/13.13/4/[D8],Homo sapiens,United Kingdom,2013-03-01,Mar-2013,D8,United Kingdom,
KT732247.1,Measles virus genotype D8,,L protein,MVs/Swansea.GBR/10.13/[D8],Homo sapiens,United Kingdom,2013-03-01,Mar-2013,D8,United Kingdom,
KT732246.1,Measles virus genotype D8,,L protein,MVs/Teeside.GBR/9.13/4/[D8],Homo sapiens,United Kingdom,2013-02-01,Feb-2013,D8,United Kingdom,
KT732245.1,Measles virus genotype D8,,L protein,MVs/Swansea.GBR/9.13/[D8],Homo sapiens,United Kingdom,2013-02-01,Feb-2013,D8,United Kingdom,
KT732244.1,Measles virus genotype D8,,L protein,MVs/Teeside.GBR/9.13/3/[D8],Homo sapiens,United Kingdom,2013-02-01,Feb-2013,D8,United Kingdom,
KT732243.1,Measles virus genotype D8,,L protein,MVs/Teeside.GBR/9.13/5/[D8],Homo sapiens,United Kingdom,2013-02-01,Feb-2013,D8,United Kingdom,
KT732242.1,Measles virus genotype D8,,L protein,MVs/Exeter.GBR/52.12/[D8],Homo sapiens,United Kingdom,2012-12-01,Dec-2012,D8,United Kingdom,
KT732241.1,Measles virus genotype D8,,L protein,MVs/Derby.GBR/47.12/[D8],Homo sapiens,United Kingdom,2012-11-01,Nov-2012,D8,United Kingdom,
KT732240.1,Measles virus genotype D8,,L protein,MVs/Hull.GBR/47.12/[D8],Homo sapiens,United Kingdom,2012-11-01,Nov-2012,D8,United Kingdom,
KT732239.1,Measles virus genotype D8,,L protein,MVs/Crewe.GBR/46.12/[D8],Homo sapiens,United Kingdom,2012-11-01,Nov-2012,D8,United Kingdom,
KT732238.1,Measles virus genotype D8,,L protein,MVs/Gloucester.GBR/46.12/2/[D8],Homo sapiens,United Kingdom,2012-11-01,Nov-2012,D8,United Kingdom,
KT732237.1,Measles virus genotype D8,,L protein,MVs/Gloucester.GBR/46.12/[D8],Homo sapiens,United Kingdom,2012-11-01,Nov-2012,D8,United Kingdom,
KT732236.1,Measles virus genotype D8,,L protein,MVs/Coventry.GBR/42.12/2/[D8],Homo sapiens,United Kingdom,2012-10-01,Oct-2012,D8,United Kingdom,
KT732235.1,Measles virus genotype D8,,L protein,MVs/Coventry.GBR/40.12/[D8],Homo sapiens,United Kingdom,2012-10-01,Oct-2012,D8,United Kingdom,
KT732234.1,Measles virus genotype D8,,L protein,MVs/Sheffield.GBR/32.12/3/[D8],Homo sapiens,United Kingdom,2012-08-01,Aug-2012,D8,United Kingdom,
KT732233.1,Measles virus genotype D8,,L protein,MVs/Sheffield.GBR/32.12/[D8],Homo sapiens,United Kingdom,2012-08-01,Aug-2012,D8,United Kingdom,
KT732232.1,Measles virus genotype D8,,L protein,MVs/London.GBR/28.12/[D8],Homo sapiens,United Kingdom,2012-07-01,Jul-2012,D8,United Kingdom,
KT732231.1,Measles virus genotype D8,,L protein,MVs/London.GBR/22.12/3/[D8],Homo sapiens,United Kingdom,2012-05-01,May-2012,D8,United Kingdom,
KT732230.1,Measles virus genotype D8,,L protein,MVs/Llandudno.GBR/7.12/2/[D8],Homo sapiens,United Kingdom,2012-02-01,Feb-2012,D8,United Kingdom,
KT732229.1,Measles virus genotype D4,,L protein,MVs/London.GBR/20.12/[D4],Homo sapiens,United Kingdom,2012-05-01,May-2012,D4,United Kingdom,
KT732228.1,Measles virus genotype D4,,L protein,MVs/Brighton.GBR/12.12/7/[D4],Homo sapiens,United Kingdom,2011-03-01,Mar-2011,D4,United Kingdom,
KT732227.1,Measles virus genotype D4,,L protein,MVs/Brighton.GBR/49.11/[D4],Homo sapiens,United Kingdom,2011-12-01,Dec-2011,D4,United Kingdom,
KT732226.1,Measles virus genotype D4,,L protein,MVs/London.GBR/20.11/2/[D4],Homo sapiens,United Kingdom,2011-05-01,May-2011,D4,United Kingdom,
KT732225.1,Measles virus genotype D4,,L protein,MVs/London.GBR/19.11/5/[D4],Homo sapiens,United Kingdom,2011-05-01,May-2011,D4,United Kingdom,
KT732224.1,Measles virus genotype B3,,L protein,MVs/NewcastleuponTyne.GBR/9.14/[B3],Homo sapiens,United Kingdom,2014-02-01,Feb-2014,B3,United Kingdom,
KT732223.1,Measles virus genotype B3,,L protein,MVs/London.GBR/4.14/2/[B3],Homo sapiens,United Kingdom,2014-01-01,Jan-2014,B3,United Kingdom,
KT732222.1,Measles virus genotype B3,,L protein,MVs/Luton.GBR/4.14/[B3],Homo sapiens,United Kingdom,2014-01-01,Jan-2014,B3,United Kingdom,
KT732221.1,Measles virus genotype B3,,L protein,MVs/London.GBR/3.14/3/[B3],Homo sapiens,United Kingdom,2014-01-01,Jan-2014,B3,United Kingdom,
KT732220.1,Measles virus genotype B3,,L protein,MVs/London.GBR/3.14/2/[B3],Homo sapiens,United Kingdom,2014-01-01,Jan-2014,B3,United Kingdom,
KT732219.1,Measles virus genotype B3,,L protein,MVs/London.GBR/3.14/[B3],Homo sapiens,United Kingdom,2014-01-01,Jan-2014,B3,United Kingdom,
KT732218.1,Measles virus genotype B3,,L protein,MVs/Dartford.GBR/2.14/[B3],Homo sapiens,United Kingdom,2014-01-01,Jan-2014,B3,United Kingdom,
KT732217.1,Measles virus genotype B3,,L protein,MVs/London.GBR/41.13/[B3],Homo sapiens,United Kingdom,2013-10-01,Oct-2013,B3,United Kingdom,
KT732216.1,Measles virus genotype B3,,L protein,MVs/NewcastleuponTyne.GBR/35.13/[B3],Homo sapiens,United Kingdom,2013-08-01,Aug-2013,B3,United Kingdom,
KT732215.1,Measles virus genotype B3,,L protein,MVi/Manchester.GBR/31.13/[B3],Homo sapiens,United Kingdom,2013-07-01,Jul-2013,B3,United Kingdom,
KT732214.1,Measles virus genotype B3,,L protein,MVs/Manchester.GBR/7.12/2[B3],Homo sapiens,United Kingdom,2012-02-01,Feb-2012,B3,United Kingdom,
KJ410048.1,Measles virus genotype D8,,viral polymerase,MVi/Muenchen.DEU/19.13[D8],Homo sapiens,Germany,2013-05-10,10-May-2013,D8,Germany,
KC164758.1,Measles virus genotype G3,,P,MVi/Venice.ITA/06.11/1[G3],Homo sapiens,"Italy: Veneto region, Venice",2011-02-01,Feb-2011,G3,Italy,"Veneto region, Venice"
KC164757.1,Measles virus genotype D4,,P,MVi/Treviso.ITA/03.10/1[D4],Homo sapiens,"Italy: Veneto region, Treviso",2010-01-01,Jan-2010,D4,Italy,"Veneto region, Treviso"
KC117298.1,Measles virus genotype D8,,P,MVi/Vicenza.ITA/12.10/2 [D8],Homo sapiens,"Italy: Veneto region, Vicenza",2010-03-26,26-Mar-2010,D8,Italy,"Veneto region, Vicenza"
JN635411.1,Measles virus strain MVi/Pennsylvania.USA/20.09,,genotype: H1,MVi/Pennsylvania.USA/20.09,Homo sapiens,USA: Pennsylvania,2009-01-01,2009,H1,USA,Pennsylvania
JN635410.1,Measles virus strain MVi/California.USA/16.03,,genotype: D7,MVi/California.USA/16.03,Homo sapiens,USA: California,2003-01-01,2003,D7,USA,California
JN635409.1,Measles virus strain MVi/California.USA/8.04,,genotype: D3,MVi/California.USA/8.04,Homo sapiens,USA: California,2004-01-01,2004,D3,USA,California
JN635408.1,Measles virus strain MVi/New Jersey.USA/45.05,,genotype: B3,MVi/New Jersey.USA/45.05,Homo sapiens,USA: New Jersey,2005-01-01,2005,B3,USA,New Jersey
JN635407.1,Measles virus strain MVi/Texas.USA/4.07,,genotype: D8,MVi/Texas.USA/4.07,Homo sapiens,USA: Texas,2007-01-01,2007,D8,USA,Texas
JN635406.1,Measles virus strain MVi/Arizona.USA/11.08/2,,genotype: D5,MVi/Arizona.USA/11.08/2,Homo sapiens,USA: Arizona,2008-01-01,2008,D5,USA,Arizona
JN635405.1,Measles virus strain MVi/Washington.USA/18.08/1,,genotype: D5,MVi/Washington.USA/18.08/1,Homo sapiens,USA: Washington,2008-01-01,2008,D5,USA,Washington
JN635404.1,Measles virus strain MVi/Virginia.USA/15.09,,genotype: D8,MVi/Virginia.USA/15.09,Homo sapiens,USA: Virginia,2009-01-01,2009,D8,USA,Virginia
JN635403.1,Measles virus strain MVi/Florida.USA/19.09,,genotype: D4,MVi/Florida.USA/19.09,Homo sapiens,USA: Florida,2009-01-01,2009,D4,USA,Florida
JN635402.1,Measles virus strain MVi/New York.USA/26.09/3,,genotype: D4,MVi/New York.USA/26.09/3,Homo sapiens,USA: New York,2009-01-01,2009,D4,USA,New York
FJ161211.1,Measles morbillivirus,,genotype: H1,IMB-1,Homo sapiens,China,2006-05-08,08-May-2006,H1,China,
JF727650.1,Measles morbillivirus,,RNA-dependent RNA polymerase,Leningrad-16,Homo sapiens,Russia,2010-01-01,2010,,Russia,
JF727649.1,Measles morbillivirus,,RNA-dependent RNA polymerase,Leningrad-16,Homo sapiens,Russia,2010-01-01,2010,,Russia,
GQ376027.1,Measles morbillivirus,,genotype: D3,MVi/Tokyo.JPN/37.99(Y)C7 (MV99YC7),Homo sapiens,Japan,1999-01-01,1999,D3,Japan,
GQ376026.1,Measles morbillivirus,,genotype: D3,MVi/Tokyo.JPN/37.99(Y) (MV99Y),Homo sapiens,Japan,1999-01-01,1999,D3,Japan,
AB012949.1,Measles morbillivirus,9301V,"Vero cell-adapted strain;
isolated from Vero cells",,Homo sapiens,,,,,,
AB012948.1,Measles morbillivirus,9301B,"isolated from B95, cell line from marmoset B-lymphocyte;
wild-type",,Homo sapiens,,,,,,
